2001,13.946875
2002,13.946875
2003,13.946875
2004,13.946875
2005,13.946875
2006,13.946875
2007,13.946875
2008,13.946875
2009,13.946875
2010,13.946875
2011,13.946875
2012,13.946875
2013,13.946875
2014,13.946875
2015,13.946875
2016,13.946875
2017,13.946875
2018,13.946875
2019,13.946875
2020,13.946875
2021,13.63125
2022,13.63125
2023,13.63125
2024,13.63125
2025,13.63125
2026,13.63125
2027,13.63125
2028,13.63125
2029,13.63125
2030,13.63125
2031,13.63125
2032,13.63125
2033,13.63125
2034,13.63125
2035,13.63125
2036,13.63125
2037,13.63125
2038,13.63125
2039,13.63125
2040,13.63125
2041,13.9
2042,13.9
2043,13.9
2044,13.9
2045,13.9
2046,13.9
2047,13.9
2048,13.9
2049,13.9
2050,13.9
2051,13.9
2052,13.9
2053,13.9
2054,13.9
2055,13.9
2056,13.9
2057,13.9
2058,13.9
2059,13.9
2060,13.9
2061,14.1625
2062,14.1625
2063,14.1625
2064,14.1625
2065,14.1625
2066,14.1625
2067,14.1625
2068,14.1625
2069,14.1625
2070,14.1625
2071,14.1625
2072,14.1625
2073,14.1625
2074,14.1625
2075,14.1625
2076,14.1625
2077,14.1625
2078,14.1625
2079,14.1625
2080,14.1625
2081,13.421875
2082,13.421875
2083,13.421875
2084,13.421875
2085,13.421875
2086,13.421875
2087,13.421875
2088,13.421875
2089,13.421875
2090,13.421875
2091,13.421875
2092,13.421875
2093,13.421875
2094,13.421875
2095,13.421875
2096,13.421875
2097,13.421875
2098,13.421875
2099,13.421875
2100,13.421875
2101,13.340625
2102,13.340625
2103,13.340625
2104,13.340625
2105,13.340625
2106,13.340625
2107,13.340625
2108,13.340625
2109,13.340625
2110,13.340625
2111,13.340625
2112,13.340625
2113,13.340625
2114,13.340625
2115,13.340625
2116,13.340625
2117,13.340625
2118,13.340625
2119,13.340625
2120,13.340625
2121,13.159375
2122,13.159375
2123,13.159375
2124,13.159375
2125,13.159375
2126,13.159375
2127,13.159375
2128,13.159375
2129,13.159375
2130,13.159375
2131,13.159375
2132,13.159375
2133,13.159375
2134,13.159375
2135,13.159375
2136,13.159375
2137,13.159375
2138,13.159375
2139,13.159375
2140,13.159375
2141,14.409375
2142,14.409375
2143,14.409375
2144,14.409375
2145,14.409375
2146,14.409375
2147,14.409375
2148,14.409375
2149,14.409375
2150,14.409375
2151,14.409375
2152,14.409375
2153,14.409375
2154,14.409375
2155,14.409375
2156,14.409375
2157,14.409375
2158,14.409375
2159,14.409375
2160,14.409375
2161,13.36875
2162,13.36875
2163,13.36875
2164,13.36875
2165,13.36875
2166,13.36875
2167,13.36875
2168,13.36875
2169,13.36875
2170,13.36875
2171,13.36875
2172,13.36875
2173,13.36875
2174,13.36875
2175,13.36875
2176,13.36875
2177,13.36875
2178,13.36875
2179,13.36875
2180,13.36875
2181,13.590625
2182,13.590625
2183,13.590625
2184,13.590625
2185,13.590625
2186,13.590625
2187,13.590625
2188,13.590625
2189,13.590625
2190,13.590625
2191,13.590625
2192,13.590625
2193,13.590625
2194,13.590625
2195,13.590625
2196,13.590625
2197,13.590625
2198,13.590625
2199,13.590625
2200,13.590625
2201,13.5625
2202,13.5625
2203,13.5625
2204,13.5625
2205,13.5625
2206,13.5625
2207,13.5625
2208,13.5625
2209,13.5625
2210,13.5625
2211,13.5625
2212,13.5625
2213,13.5625
2214,13.5625
2215,13.5625
2216,13.5625
2217,13.5625
2218,13.5625
2219,13.5625
2220,13.5625
2221,13.153125
2222,13.153125
2223,13.153125
2224,13.153125
2225,13.153125
2226,13.153125
2227,13.153125
2228,13.153125
2229,13.153125
2230,13.153125
2231,13.153125
2232,13.153125
2233,13.153125
2234,13.153125
2235,13.153125
2236,13.153125
2237,13.153125
2238,13.153125
2239,13.153125
2240,13.153125
2241,13.61875
2242,13.61875
2243,13.61875
2244,13.61875
2245,13.61875
2246,13.61875
2247,13.61875
2248,13.61875
2249,13.61875
2250,13.61875
2251,13.61875
2252,13.61875
2253,13.61875
2254,13.61875
2255,13.61875
2256,13.61875
2257,13.61875
2258,13.61875
2259,13.61875
2260,13.61875
2261,13.665625
2262,13.665625
2263,13.665625
2264,13.665625
2265,13.665625
2266,13.665625
2267,13.665625
2268,13.665625
2269,13.665625
2270,13.665625
2271,13.665625
2272,13.665625
2273,13.665625
2274,13.665625
2275,13.665625
2276,13.665625
2277,13.665625
2278,13.665625
2279,13.665625
2280,13.665625
2281,13.484375
2282,13.484375
2283,13.484375
2284,13.484375
2285,13.484375
2286,13.484375
2287,13.484375
2288,13.484375
2289,13.484375
2290,13.484375
2291,13.484375
2292,13.484375
2293,13.484375
2294,13.484375
2295,13.484375
2296,13.484375
2297,13.484375
2298,13.484375
2299,13.484375
2300,13.484375
2301,14.240625
2302,14.240625
2303,14.240625
2304,14.240625
2305,14.240625
2306,14.240625
2307,14.240625
2308,14.240625
2309,14.240625
2310,14.240625
2311,14.240625
2312,14.240625
2313,14.240625
2314,14.240625
2315,14.240625
2316,14.240625
2317,14.240625
2318,14.240625
2319,14.240625
2320,14.240625
2321,13.715625
2322,13.715625
2323,13.715625
2324,13.715625
2325,13.715625
2326,13.715625
2327,13.715625
2328,13.715625
2329,13.715625
2330,13.715625
2331,13.715625
2332,13.715625
2333,13.715625
2334,13.715625
2335,13.715625
2336,13.715625
2337,13.715625
2338,13.715625
2339,13.715625
2340,13.715625
2341,13.80625
2342,13.80625
2343,13.80625
2344,13.80625
2345,13.80625
2346,13.80625
2347,13.80625
2348,13.80625
2349,13.80625
2350,13.80625
2351,13.80625
2352,13.80625
2353,13.80625
2354,13.80625
2355,13.80625
2356,13.80625
2357,13.80625
2358,13.80625
2359,13.80625
2360,13.80625
2361,13.821875
2362,13.821875
2363,13.821875
2364,13.821875
2365,13.821875
2366,13.821875
2367,13.821875
2368,13.821875
2369,13.821875
2370,13.821875
2371,13.821875
2372,13.821875
2373,13.821875
2374,13.821875
2375,13.821875
2376,13.821875
2377,13.821875
2378,13.821875
2379,13.821875
2380,13.821875
2381,13.725
2382,13.725
2383,13.725
2384,13.725
2385,13.725
2386,13.725
2387,13.725
2388,13.725
2389,13.725
2390,13.725
2391,13.725
2392,13.725
2393,13.725
2394,13.725
2395,13.725
2396,13.725
2397,13.725
2398,13.725
2399,13.725
2400,13.725
2401,13.11875
2402,13.11875
2403,13.11875
2404,13.11875
2405,13.11875
2406,13.11875
2407,13.11875
2408,13.11875
2409,13.11875
2410,13.11875
2411,13.11875
2412,13.11875
2413,13.11875
2414,13.11875
2415,13.11875
2416,13.11875
2417,13.11875
2418,13.11875
2419,13.11875
2420,13.11875
2421,13.96875
2422,13.96875
2423,13.96875
2424,13.96875
2425,13.96875
2426,13.96875
2427,13.96875
2428,13.96875
2429,13.96875
