>,6.809375,
-,1.0,
.,51.111949921,
.,24.778020859,
>,5.978125,
-,1.0,
MAX REWD: 5.978125 MODEL_ID: 1,
.,13.496995926,
.,13.319738388,
.,9.840911865,
.,9.534244537,
.,9.698944092,
.,9.417776108,
.,9.040658951,
.,7.982926846,
.,9.927818298,
.,9.133659363,
.,9.001366615,
.,8.112932205,
.,8.265848160,
.,7.518041611,
.,9.297416687,
.,7.619598389,
.,7.685245514,
.,7.979916573,
.,8.727400780,
.,8.613563538,
.,8.920600891,
.,9.905598640,
.,9.518306732,
.,8.307909012,
.,9.175214767,
.,7.957778931,
.,9.059913635,
.,8.050628662,
.,9.299184799,
.,8.174370766,
.,8.026908875,
.,7.659011841,
.,8.077719688,
.,8.371214867,
.,7.803225040,
.,9.060448647,
.,7.729188919,
.,9.320341110,
.,7.261005402,
.,8.143319130,
>,8.56875,
-,1.0,
MAX REWD: 8.56875 MODEL_ID: 2,
.,7.208785057,
.,8.484046936,
.,9.128232956,
.,7.561369896,
.,9.374406815,
.,7.975907326,
.,8.100527763,
.,7.959421158,
.,8.778417587,
.,9.227703094,
.,7.562507629,
.,9.000928879,
.,7.888493538,
.,7.964978695,
.,8.357348442,
.,8.328911781,
.,8.942294121,
.,8.295320511,
.,8.012591362,
.,7.935117722,
.,8.330264091,
.,7.214441299,
.,8.161607742,
.,7.774395943,
.,7.769959927,
.,7.598723412,
.,7.516617775,
.,7.996055126,
.,8.279102325,
.,8.060699463,
.,7.967097282,
.,7.664138317,
.,8.397460938,
.,8.575244904,
.,7.692080021,
.,8.766181946,
.,8.312484741,
.,8.246591568,
.,9.341623306,
.,8.110645294,
>,7.509375,
-,1.0,
MAX REWD: 8.56875 MODEL_ID: 2,
.,7.990022659,
.,8.279716492,
.,7.601469040,
.,8.546570778,
.,8.151205063,
.,9.711308479,
.,7.976569176,
.,7.752446175,
.,8.371673584,
.,8.698662758,
.,7.703004837,
.,9.339296341,
.,7.940002441,
.,7.970121384,
.,7.999328613,
.,7.287223816,
.,7.280631542,
.,8.881940842,
.,6.960026741,
.,7.576658249,
.,6.028390408,
.,6.712129593,
.,5.889179230,
.,6.289876461,
.,5.907506943,
.,5.900118351,
.,5.592098236,
.,6.148723125,
.,5.724981308,
.,6.071572781,
.,6.070456505,
.,6.657577038,
.,6.014780521,
.,5.860341072,
.,5.768244267,
.,5.832525253,
.,6.019924164,
.,6.015115738,
.,5.711239815,
.,5.793078899,
>,10.10625,
-,1.0,
MAX REWD: 10.10625 MODEL_ID: 4,
.,6.851297379,
.,5.867674828,
.,5.494256973,
.,5.743567944,
.,5.832012653,
.,5.992357254,
.,6.256709099,
.,5.926095009,
.,5.520034313,
.,6.257722855,
.,5.645710945,
.,5.840980530,
.,5.790146351,
.,5.754417419,
.,5.538134575,
.,5.801891804,
.,6.001408100,
.,5.760770321,
.,6.013716221,
.,5.937158585,
.,5.629313469,
.,5.700798988,
.,5.436779022,
.,5.982660294,
.,6.223293304,
.,5.922612190,
.,5.313242435,
.,5.812526226,
.,5.897894382,
.,5.850134373,
.,5.494284153,
.,6.017858505,
.,5.593047142,
.,5.482787132,
.,5.771203041,
.,5.595017910,
.,5.710668087,
.,5.801459312,
.,5.788029194,
.,5.357959270,
>,9.60625,
-,0.9046104802746175,
MAX REWD: 10.10625 MODEL_ID: 4,
.,5.816220760,
.,5.362308025,
.,5.400406837,
.,5.757002831,
.,5.261555672,
.,5.287161827,
